Site,Trt Unit,Treatment,Scarified,Species,Plant #,Leaves,Grazed,Notes,Leaves_2011,Grazed_2011,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,LUSUKI,59,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,LUSUKI,60,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,LUSUKI,61,4,y,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,LUSUKI,62,4,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,LUSUKI,63,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,LUSUKI,64,5,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,LUSUKI,65,4,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,LUSUKI,66,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,LUSUKI,67,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,LUSUKI,68,2,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,LUSUKI,69,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,LUSUKI,70,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,LUSUKI,71,4,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,LUSUKI,72,4,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,LUSUKI,73,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,LUSUKI,74,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,LUSUKI,75,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,LUSUKI,76,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,LUSUKI,77,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,LUSUKI,78,4,y,,10,y,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,LUSUKI,79,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,LUSUKI,80,4,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,LUSUKI,81,2,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,LUSUKI,82,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,LUSUKI,83,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,LUSUKI,84,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,LUSUKI,85,2,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,LUSUKI,86,4,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,LUSUKI,87,0,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,n,LUSUKI,88,4,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,LUSUKI,89,6,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,LUSUKI,90,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,LUSUKI,91,4,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,y,LUSUKI,1,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,y,LUSUKI,2,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,y,LUSUKI,3,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,y,LUSUKI,4,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,y,LUSUKI,5,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,y,LUSUKI,6,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,y,LUSUKI,7,4,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,y,LUSUKI,8,4,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,y,LUSUKI,9,4,y,,5,n,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,y,LUSUKI,10,4,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,y,LUSUKI,11,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,y,LUSUKI,12,5,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,n,LUSUKI,13,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,n,LUSUKI,14,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,n,LUSUKI,15,4,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,n,LUSUKI,16,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,n,LUSUKI,17,5,y,,11,n,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,n,LUSUKI,18,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,n,LUSUKI,19,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,n,LUSUKI,20,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,n,LUSUKI,21,4,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,n,LUSUKI,22,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,n,LUSUKI,23,3,n,,23,n,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,n,LUSUKI,24,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,n,LUSUKI,25,3,n,,3,n,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,n,LUSUKI,26,4,y,,6,n,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,n,LUSUKI,27,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,n,LUSUKI,28,4,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,n,LUSUKI,29,2,n,,4,n,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,n,LUSUKI,30,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,n,LUSUKI,31,5,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,n,LUSUKI,32,3,y,,4,n,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,y,LUSUKI,33,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,y,LUSUKI,34,4,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,n,LUSUKI,35,4,n,,3,n,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,n,LUSUKI,36,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,n,LUSUKI,37,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,y,LUSUKI,38,,,,8,n,,,,,,,,,,,,,,,
Ft. Hoskins,37,SM,n,LUSUKI,39,,,,4,n,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,n,LUSUKI,1,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,n,LUSUKI,2,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,n,LUSUKI,3,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,n,LUSUKI,4,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,n,LUSUKI,5,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,n,LUSUKI,6,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,n,LUSUKI,7,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,n,LUSUKI,8,2,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,n,LUSUKI,9,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,n,LUSUKI,10,4,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,n,LUSUKI,11,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,n,LUSUKI,12,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,n,LUSUKI,13,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,n,LUSUKI,14,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,n,LUSUKI,15,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,n,LUSUKI,16,4,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,n,LUSUKI,17,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,n,LUSUKI,18,2,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,n,LUSUKI,19,4,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,n,LUSUKI,20,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,n,LUSUKI,21,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,n,LUSUKI,22,2,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,n,LUSUKI,23,4,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,y,LUSUKI,24,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,y,LUSUKI,25,2,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,y,LUSUKI,26,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,y,LUSUKI,27,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,y,LUSUKI,28,4,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,y,LUSUKI,29,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,y,LUSUKI,30,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,y,LUSUKI,31,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,y,LUSUKI,32,4,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,y,LUSUKI,33,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,y,LUSUKI,34,3,y,,6,n,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,y,LUSUKI,35,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,y,LUSUKI,36,4,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,n,LUSUKI,37,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,,LUSUKI,38,3,n,middle,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,y,LUSUKI,39,4,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,y,LUSUKI,40,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,y,LUSUKI,41,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,y,LUSUKI,42,,,,5,n,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,y,LUSUKI,1,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,y,LUSUKI,2,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,y,LUSUKI,3,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,y,LUSUKI,4,2,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,y,LUSUKI,5,4,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,y,LUSUKI,6,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,n,LUSUKI,7,4,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,n,LUSUKI,8,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,n,LUSUKI,9,4,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,n,LUSUKI,10,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,n,LUSUKI,11,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,n,LUSUKI,12,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,n,LUSUKI,13,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,n,LUSUKI,14,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,n,LUSUKI,15,4,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,n,LUSUKI,16,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,n,LUSUKI,17,4,y,,13,n,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,n,LUSUKI,18,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,n,LUSUKI,19,4,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,y,LUSUKI,1,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,y,LUSUKI,2,2,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,y,LUSUKI,3,2,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,y,LUSUKI,4,1,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,y,LUSUKI,5,2,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,y,LUSUKI,6,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,y,LUSUKI,7,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,y,LUSUKI,8,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,y,LUSUKI,9,3,n,,3,n,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,y,LUSUKI,10,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,y,LUSUKI,11,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,y,LUSUKI,12,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,y,LUSUKI,13,1,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,y,LUSUKI,14,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,y,LUSUKI,15,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,n,LUSUKI,16,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,n,LUSUKI,17,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,n,LUSUKI,18,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,n,LUSUKI,19,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,n,LUSUKI,20,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,n,LUSUKI,21,2,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,n,LUSUKI,22,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,n,LUSUKI,23,9,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,n,LUSUKI,24,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,n,LUSUKI,25,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,,LUSUKI,26,1,y,middle,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,n,LUSUKI,27,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,,LUSUKI,28,2,n,middle,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,n,LUSUKI,29,2,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,n,LUSUKI,30,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,n,LUSUKI,31,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,LUSUKI,1,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,LUSUKI,2,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,LUSUKI,3,4,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,LUSUKI,4,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,LUSUKI,5,5,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,LUSUKI,6,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,LUSUKI,7,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,LUSUKI,8,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,LUSUKI,9,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,LUSUKI,10,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,LUSUKI,11,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,LUSUKI,12,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,LUSUKI,13,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,LUSUKI,14,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,LUSUKI,15,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,LUSUKI,16,4,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,LUSUKI,17,1,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,LUSUKI,18,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,LUSUKI,19,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,LUSUKI,20,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,LUSUKI,21,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,LUSUKI,22,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,LUSUKI,23,4,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,LUSUKI,24,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,LUSUKI,25,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,LUSUKI,26,2,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,LUSUKI,27,2,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,LUSUKI,28,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,LUSUKI,29,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,LUSUKI,30,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,LUSUKI,31,4,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,LUSUKI,32,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,33,4,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,34,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,35,4,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,36,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,37,7,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,38,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,39,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,40,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,41,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,42,4,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,43,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,44,4,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,45,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,46,2,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,47,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,48,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,49,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,50,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,51,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,52,4,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,53,4,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,54,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,55,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,56,4,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,57,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,58,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,59,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,60,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,61,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,62,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,63,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,64,4,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,65,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,66,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,67,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,68,3,n,,5,n,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,69,2,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,70,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,71,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,72,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,73,2,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,74,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,75,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,76,4,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,77,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,78,1,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,79,4,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,80,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,81,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,82,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,83,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,84,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,85,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,86,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,87,4,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,88,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,89,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,90,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,91,2,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,92,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,LUSUKI,93,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,,LUSUKI,94,2,y,can't find,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,LUSUKI,95,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,LUSUKI,96,4,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,n,LUSUKI,1,2,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,n,LUSUKI,2,1,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,n,LUSUKI,3,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,n,LUSUKI,4,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,n,LUSUKI,5,2,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,n,LUSUKI,6,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,n,LUSUKI,7,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,n,LUSUKI,8,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,n,LUSUKI,9,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,n,LUSUKI,10,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,n,LUSUKI,11,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,n,LUSUKI,12,2,y,,7,y,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,n,LUSUKI,13,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,n,LUSUKI,14,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,n,LUSUKI,15,2,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,n,LUSUKI,16,4,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,n,LUSUKI,17,2,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,n,LUSUKI,18,3,y,,5,y,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,n,LUSUKI,19,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,n,LUSUKI,20,4,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,n,LUSUKI,21,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,n,LUSUKI,22,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,n,LUSUKI,23,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,n,LUSUKI,24,4,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,n,LUSUKI,25,3,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,n,LUSUKI,26,2,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,n,LUSUKI,27,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,n,LUSUKI,28,2,y,,,,,,,,,,,,,,,,,,
