Site,Trt Unit,Treatment,Scarified,Species,Plant #,Leaves,Grazed,Notes,Leaves_2011,Grazed_2011,,,,,,,,,,,,,,,
Ft. Hoskins,20,SM,y,SIVI,25,,,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,20,SM,n,SIVI,26,,,,1,n,,,,,,,,,,,,,,,
Ft. Hoskins,20,SM,n,SIVI,27,,,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,20,SM,n,SIVI,28,,,,3,n,,,,,,,,,,,,,,,
Ft. Hoskins,20,SM,n,SIVI,29,,,,5,n,,,,,,,,,,,,,,,
Ft. Hoskins,21,MBG,n,SIVI,1,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,21,MBG,y,SIVI,2,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,21,MBG,n,SIVI,3,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,21,MBG,n,SIVI,4,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,21,MBG,n,SIVI,5,0,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,21,MBG,n,SIVI,6,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,21,MBG,n,SIVI,7,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,21,MBG,y,SIVI,8,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,21,MBG,y,SIVI,9,2,n,,3,n,,,,,,,,,,,,,,,
Ft. Hoskins,21,MBG,y,SIVI,10,,,,3,n,,,,,,,,,,,,,,,
Ft. Hoskins,21,MBG,y,SIVI,11,,,,3,n,,,,,,,,,,,,,,,
Ft. Hoskins,21,MBG,y,SIVI,12,,,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,21,MBG,y,SIVI,13,,,,1,n,,,,,,,,,,,,,,,
Ft. Hoskins,21,MBG,n,SIVI,14,,,,1,n,,,,,,,,,,,,,,,
Ft. Hoskins,21,MBG,n,SIVI,15,,,,1,n,,,,,,,,,,,,,,,
Ft. Hoskins,21,MBG,n,SIVI,16,,,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,21,MBG,n,SIVI,17,,,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,21,MBG,n,SIVI,18,,,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,21,MBG,n,SIVI,19,,,,3,n,,,,,,,,,,,,,,,
Ft. Hoskins,21,MBG,n,SIVI,20,,,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,25,MBG,n,SIVI,1,1,n,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,25,MBG,n,SIVI,2,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,25,MBG,n,SIVI,3,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,25,MBG,n,SIVI,4,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,25,MBG,y,SIVI,5,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,25,MBG,y,SIVI,6,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,25,MBG,n,SIVI,7,2,n,,1,n,,,,,,,,,,,,,,,
Ft. Hoskins,25,MBG,n,SIVI,8,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,25,MBG,n,SIVI,9,2,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,25,MBG,n,SIVI,10,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,25,MBG,y,SIVI,11,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,25,MBG,y,SIVI,12,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,25,MBG,y,SIVI,13,2,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,25,MBG,y,SIVI,14,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,25,MBG,n,SIVI,15,,,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,25,MBG,n,SIVI,16,,,,1,n,,,,,,,,,,,,,,,
Ft. Hoskins,25,MBG,n,SIVI,17,,,,1,n,,,,,,,,,,,,,,,
Ft. Hoskins,25,MBG,n,SIVI,18,,,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,25,MBG,n,SIVI,19,,,,1,n,,,,,,,,,,,,,,,
Ft. Hoskins,25,MBG,n,SIVI,20,,,,1,n,,,,,,,,,,,,,,,
Ft. Hoskins,25,MBG,n,SIVI,21,,,,1,n,,,,,,,,,,,,,,,
Ft. Hoskins,25,MBG,n,SIVI,22,,,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,25,MBG,n,SIVI,23,,,,2,n,new - cotyledon,,,,,,,,,,,,,,
Ft. Hoskins,25,MBG,y,SIVI,24,,,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,25,MBG,y,SIVI,25,,,,1,n,,,,,,,,,,,,,,,
Ft. Hoskins,30,SM,n,SIVI,1,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,30,SM,n,SIVI,2,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,30,SM,n,SIVI,3,1,n,,8,n,,,,,,,,,,,,,,,
Ft. Hoskins,30,SM,n,SIVI,4,0,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,30,SM,n,SIVI,5,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,30,SM,n,SIVI,6,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,30,SM,n,SIVI,7,2,n,,1,n,,,,,,,,,,,,,,,
Ft. Hoskins,30,SM,y,SIVI,8,1,n,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,30,SM,y,SIVI,9,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,30,SM,y,SIVI,10,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,30,SM,y,SIVI,11,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,30,SM,y,SIVI,12,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,30,SM,y,SIVI,13,1,n,,6,n,,,,,,,,,,,,,,,
Ft. Hoskins,30,SM,n,SIVI,14,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,30,SM,n,SIVI,15,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,30,SM,n,SIVI,16,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,30,SM,n,SIVI,17,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,30,SM,n,SIVI,18,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,30,SM,n,SIVI,19,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,30,SM,n,SIVI,20,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,30,SM,n,SIVI,21,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,30,SM,y,SIVI,22,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,30,SM,y,SIVI,23,1,n,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,30,SM,y,SIVI,24,1,n,,4,n,,,,,,,,,,,,,,,
Ft. Hoskins,30,SM,y,SIVI,25,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,30,SM,y,SIVI,26,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,30,SM,y,SIVI,27,0,n,,2,y,,,,,,,,,,,,,,,
Ft. Hoskins,30,SM,n,SIVI,28,,,,1,n,,,,,,,,,,,,,,,
Ft. Hoskins,30,SM,y,SIVI,29,,,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,30,SM,y,SIVI,30,,,,5,n,,,,,,,,,,,,,,,
Ft. Hoskins,30,SM,y,SIVI,31,,,,5,n,new- cotyledon,,,,,,,,,,,,,,
Ft. Hoskins,32,SBG,n,SIVI,1,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,32,SBG,n,SIVI,2,2,n,,3,n,,,,,,,,,,,,,,,
Ft. Hoskins,32,SBG,n,SIVI,3,1,n,,3,y,,,,,,,,,,,,,,,
Ft. Hoskins,32,SBG,n,SIVI,4,3,n,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,32,SBG,n,SIVI,5,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,32,SBG,n,SIVI,6,2,n,,3,n,,,,,,,,,,,,,,,
Ft. Hoskins,32,SBG,n,SIVI,7,1,n,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,32,SBG,n,SIVI,8,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,32,SBG,n,SIVI,9,2,n,,1,n,,,,,,,,,,,,,,,
Ft. Hoskins,32,SBG,y,SIVI,10,2,n,,3,n,,,,,,,,,,,,,,,
Ft. Hoskins,32,SBG,y,SIVI,11,3,n,,3,n,,,,,,,,,,,,,,,
Ft. Hoskins,32,SBG,y,SIVI,12,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,32,SBG,y,SIVI,13,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,32,SBG,y,SIVI,14,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,32,SBG,y,SIVI,15,0,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,32,SBG,y,SIVI,16,1,n,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,32,SBG,y,SIVI,17,2,n,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,32,SBG,n,SIVI,18,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,32,SBG,n,SIVI,19,1,n,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,32,SBG,y,SIVI,20,1,n,,3,n,,,,,,,,,,,,,,,
Ft. Hoskins,32,SBG,y,SIVI,21,1,n,,3,n,,,,,,,,,,,,,,,
Ft. Hoskins,32,SBG,y,SIVI,22,,,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,32,SBG,y,SIVI,23,,,,3,n,,,,,,,,,,,,,,,
Ft. Hoskins,32,SBG,y,SIVI,24,,,,3,n,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,SIVI,1,2,n,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,SIVI,2,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,SIVI,3,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,SIVI,4,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,SIVI,5,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,SIVI,6,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,SIVI,7,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,SIVI,8,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,SIVI,9,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,y,SIVI,10,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,n,SIVI,11,0,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,n,SIVI,12,1,n,,3,n,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,n,SIVI,13,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,n,SIVI,14,1,n,,3,n,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,n,SIVI,15,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,n,SIVI,16,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,n,SIVI,17,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,n,SIVI,18,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,n,SIVI,19,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,n,SIVI,20,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,n,SIVI,21,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,,SIVI,22,,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,n,SIVI,23,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,n,SIVI,24,2,n,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,n,SIVI,25,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,n,SIVI,26,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,n,SIVI,27,,,,1,n,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,n,SIVI,28,,,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,n,SIVI,29,,,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,n,SIVI,30,,,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,33,SBG,n,SIVI,31,,,,1,n,,,,,,,,,,,,,,,
Ft. Hoskins,37,SBG,y,SIVI,1,0,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,37,SBG,y,SIVI,2,2,n,,5,n,,,,,,,,,,,,,,,
Ft. Hoskins,37,SBG,y,SIVI,3,2,y,,4,n,,,,,,,,,,,,,,,
Ft. Hoskins,37,SBG,y,SIVI,4,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,37,SBG,n,SIVI,5,2,n,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,37,SBG,n,SIVI,6,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,37,SBG,y,SIVI,7,2,n,,3,n,,,,,,,,,,,,,,,
Ft. Hoskins,37,SBG,y,SIVI,8,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,37,SBG,y,SIVI,9,1,n,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,37,SBG,y,SIVI,10,,,,3,n,,,,,,,,,,,,,,,
Ft. Hoskins,37,SBG,y,SIVI,11,,,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,37,SBG,y,SIVI,12,,,,1,n,,,,,,,,,,,,,,,
Ft. Hoskins,37,SBG,y,SIVI,13,,,,3,n,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,y,SIVI,1,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,y,SIVI,2,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,y,SIVI,3,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,n,SIVI,4,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,n,SIVI,5,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,n,SIVI,6,2,n,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,n,SIVI,7,1,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,n,SIVI,8,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,n,SIVI,9,0,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,n,SIVI,10,0,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,n,SIVI,11,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,n,SIVI,12,0,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,n,SIVI,13,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,n,SIVI,14,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,y,SIVI,15,1,n,,4,n,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,y,SIVI,16,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,38,Control,y,SIVI,17,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,y,SIVI,1,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,y,SIVI,2,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,y,SIVI,3,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,y,SIVI,4,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,y,SIVI,5,1,n,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,y,SIVI,6,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,y,SIVI,7,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,y,SIVI,8,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,y,SIVI,9,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,y,SIVI,10,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,n,SIVI,11,1,n,,1,n,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,n,SIVI,12,1,n,,2,y,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,n,SIVI,13,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,n,SIVI,14,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,n,SIVI,15,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,n,SIVI,16,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,n,SIVI,17,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,n,SIVI,18,1,n,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,39,Control,n,SIVI,19,1,n,,2,y,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,n,SIVI,1,1,n,,3,n,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,n,SIVI,2,2,n,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,y,SIVI,3,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,y,SIVI,4,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,y,SIVI,5,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,n,SIVI,6,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,n,SIVI,7,3,n,,3,n,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,n,SIVI,8,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,n,SIVI,9,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,n,SIVI,10,2,n,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,n,SIVI,11,2,n,,5,n,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,,SIVI,12,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,y,SIVI,13,2,n,,1,n,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,y,SIVI,14,2,y,,,,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,n,SIVI,15,,,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,n,SIVI,16,,,,1,n,,,,,,,,,,,,,,,
Ft. Hoskins,40,MM,y,SIVI,17,,,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,SIVI,1,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,SIVI,2,1,n,,1,n,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,SIVI,3,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,SIVI,4,2,n,,1,n,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,SIVI,5,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,SIVI,6,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,SIVI,7,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,SIVI,8,1,n,,1,n,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,SIVI,9,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,SIVI,10,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,SIVI,11,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,SIVI,12,1,n,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,SIVI,13,1,n,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,SIVI,14,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,SIVI,15,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,SIVI,16,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,SIVI,17,2,n,,3,n,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,,SIVI,18,1,n,can't find,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,SIVI,19,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,SIVI,20,2,n,,1,n,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,SIVI,21,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,SIVI,22,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,,SIVI,23,1,n,can't find,,,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,SIVI,24,,,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,y,SIVI,25,,,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,SIVI,26,,,,1,n,,,,,,,,,,,,,,,
Ft. Hoskins,42,MM,n,SIVI,27,,,,3,n,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,y,SIVI,1,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,n,SIVI,2,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,n,SIVI,3,1,n,,3,n,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,n,SIVI,4,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,n,SIVI,5,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,n,SIVI,6,1,n,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,n,SIVI,7,2,n,,1,n,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,n,SIVI,8,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,y,SIVI,9,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,y,SIVI,10,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,y,SIVI,11,2,n,,1,n,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,y,SIVI,12,,,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,y,SIVI,13,,,,3,n,,,,,,,,,,,,,,,
Ft. Hoskins,43,MBG,y,SIVI,14,,,,1,n,new - cotyledon,,,,,,,,,,,,,,
Ft. Hoskins,44,MM,n,SIVI,1,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,44,MM,y,SIVI,2,1,n,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,44,MM,y,SIVI,3,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,44,MM,y,SIVI,4,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,44,MM,y,SIVI,5,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,44,MM,y,SIVI,6,1,n,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,44,MM,y,SIVI,7,1,n,,1,n,,,,,,,,,,,,,,,
Ft. Hoskins,44,MM,n,SIVI,8,1,n,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,44,MM,n,SIVI,9,1,n,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,44,MM,y,SIVI,10,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,44,MM,y,SIVI,11,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,44,MM,y,SIVI,12,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,44,MM,y,SIVI,13,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,44,MM,n,SIVI,14,,,,1,n,new - cotyledon,,,,,,,,,,,,,,
Ft. Hoskins,44,MM,n,SIVI,15,,,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,44,MM,y,SIVI,16,,,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,44,MM,y,SIVI,17,,,,1,n,,,,,,,,,,,,,,,
Ft. Hoskins,49,SBG,n,SIVI,1,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,49,SBG,y,SIVI,2,2,n,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,49,SBG,y,SIVI,3,2,n,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,49,SBG,y,SIVI,4,1,n,,2,y,,,,,,,,,,,,,,,
Ft. Hoskins,49,SBG,n,SIVI,5,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,49,SBG,n,SIVI,6,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,49,SBG,n,SIVI,7,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,49,SBG,n,SIVI,8,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,49,SBG,n,SIVI,9,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,49,SBG,n,SIVI,10,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,49,SBG,n,SIVI,11,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,49,SBG,n,SIVI,12,2,n,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,49,SBG,n,SIVI,13,2,n,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,49,SBG,n,SIVI,14,0,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,49,SBG,n,SIVI,15,2,n,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,49,SBG,y,SIVI,16,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,49,SBG,y,SIVI,17,3,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,49,SBG,n,SIVI,18,,,,1,n,,,,,,,,,,,,,,,
Ft. Hoskins,50,Control,y,SIVI,1,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,50,Control,y,SIVI,2,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,50,Control,y,SIVI,3,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,50,Control,y,SIVI,4,1,n,,2,n,,,,,,,,,,,,,,,
Ft. Hoskins,50,Control,y,SIVI,5,1,n,,1,n,,,,,,,,,,,,,,,
Ft. Hoskins,50,Control,y,SIVI,6,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,50,Control,y,SIVI,7,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,50,Control,n,SIVI,8,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,50,Control,n,SIVI,9,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,50,Control,n,SIVI,10,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,50,Control,n,SIVI,11,1,n,,1,n,,,,,,,,,,,,,,,
Ft. Hoskins,50,Control,n,SIVI,12,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,50,Control,y,SIVI,13,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,50,Control,y,SIVI,14,1,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,50,Control,n,SIVI,15,2,n,,,,,,,,,,,,,,,,,,
Ft. Hoskins,50,Control,y,SIVI,17,,,,2,n,,,,,,,,,,,,,,,
Pigeon Butte,2,SBG,y,SIVI,1,1,y,,,,,,,,,,,,,,,,,,
